#OTUID	taxonomy	confidence
715f795b2fb54b6aa78aecd0133d2c97	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-II;family_Dino-Group-II-Clade-7;genus_Dino-Group-II-Clade-7_X;species_Dino-Group-II-Clade-7_X_sp.	0.9998044907021143
ed5d47a1f5ce2e5c75a3557d1561f9b8	 kingdom_Eukaryota	0.9999999999999964
9cd204b97eb84b98145930f67635ddc6	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-B;order_RAD-B_X;family_RAD-B-Group-IV;genus_Sticholonche;species_Sticholonche_sp.	0.9999633364218229
1372fdf46e20b8f1b48159d6f436a522	 kingdom_Eukaryota;supergroup_Alveolata;division_Ciliophora;class_Spirotrichea;order_Strombidiida;family_Tontoniidae_B;genus_Pseudotontonia;species_Pseudotontonia_simplicidens	0.9653058395547169
e0e41af4ea8916261df498e3851a3d7d	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.8883994873065807
de085e9e86bd9a565c6c516c862a8a30	 kingdom_Eukaryota;supergroup_Stramenopiles;division_Stramenopiles_X;class_MAST;order_MAST-3;family_MAST-3F;genus_MAST-3F_X;species_MAST-3F_X_sp.	0.9996975320923138
4693e17dcd58ebd31e79f8b8dd62b3dc	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-II;family_Dino-Group-II-Clade-10-and-11;genus_Dino-Group-II-Clade-10-and-11_X;species_Dino-Group-II-Clade-10-and-11_X_sp.	0.9988374908948032
57e18146d8709db6d8be53ea2134091a	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Calocalanus;species_Calocalanus_sp.	0.9999842347270225
ce9302f61ff41258fab7126404e60b07	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-V;family_Dino-Group-V_X;genus_Dino-Group-V_XX;species_Dino-Group-V_XX_sp.	0.9999999882797682
62023aed398e3253d491f736ac2df1c6	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda	0.999991366330836
1b1a6471205b2f2feb198bb96615d5de	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Urochordata;order_Urochordata_X;family_Appendicularia;genus_Oikopleura;species_Oikopleura_dioica	0.7634428710101823
082954faf64cf7786e28bfe515ee9d3a	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Polycystinea;order_Spumellarida;family_Spumellarida-Group-I;genus_Astrosphaera;species_Astrosphaera_hexagonalis	0.9950765524779069
bdef40253b51de6e3a02a3c09cf28663	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-I;family_Dino-Group-I-Clade-1;genus_Dino-Group-I-Clade-1_X;species_Dino-Group-I-Clade-1_X_sp.	0.9999999917430671
56a590539525a65acc2476c5098678d2	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Gymnodiniales;family_Warnowiaceae;genus_Warnowia;species_Warnowia_sp.	0.9965271246951627
2ea446964c8c52ab261270ab2a66bcbf	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Gymnodiniales;family_Gymnodiniaceae;genus_Gyrodinium;species_Gyrodinium_helveticum	0.9662705184892764
03f5ef76a5a72c709cfbc548bef7046d	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-I;family_Dino-Group-I-Clade-5;genus_Dino-Group-I-Clade-5_X;species_Dino-Group-I-Clade-5_X_sp.	0.9999993234056903
e003e5d86129bdc44543a67668d53745	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Maxillopoda_X;species_Maxillopoda_X_sp.	0.7601985574793121
4b63faf022e3195f58803afb78777236	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Torodiniales;family_Torodiniaceae;genus_Torodinium	0.9990253039990131
794165db8c3b7e63d613e1cdd52a11d5	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-B;order_RAD-B_X;family_RAD-B-Group-I;genus_RAD-B-Group-I_X;species_RAD-B-Group-I_X_sp.	0.9998760573876799
54f070132f1dfbb093b2df5718685618	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9918498717662014
f7ca3d99373af041b4c37c1a8b1a62d8	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-II;family_Dino-Group-II-Clade-7;genus_Dino-Group-II-Clade-7_X;species_Dino-Group-II-Clade-7_X_sp.	0.9999681785938963
2d332a68da71eea901f1ef6bdc820cda	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999999903991865
ee455a0a7cc8c8e536f88600d833ee30	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_Acantharea;order_Acantharea-Group-I;family_Acantharea-Group-I_X;genus_Acantharea-Group-I_XX;species_Acantharea-Group-I_XX_sp.	0.9999994479601457
d9ecc80ec2ad65f7907183e38ee719a5	 kingdom_Eukaryota;supergroup_Hacrobia;division_Haptophyta;class_Prymnesiophyceae;order_Prymnesiales;family_Chrysochromulinaceae;genus_Chrysochromulina;species_Chrysochromulina_sp.	0.9841563750009208
f924560383c51a620a9821ce4349d3eb	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda	0.999787842911738
ceb316f58c09ac3e9f02ae311b154338	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Prorocentrales;family_Prorocentraceae;genus_Prorocentrum	0.7452571707990526
0b658fde33c473e0388ac69504e3cc7c	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-I;family_Dino-Group-I-Clade-1;genus_Dino-Group-I-Clade-1_X;species_Dino-Group-I-Clade-1_X_sp.	0.9999999999996021
5f9b74cda84dd889db1c6e3035adbaa7	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999999507804769
410451306ffd0a1695d714f73b19eaf6	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Oithona;species_Oithona_sp.	0.8038831426262331
d69a81990807b42979f0067e00515711	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-B;order_RAD-B_X;family_RAD-B-Group-IV;genus_RAD-B-Group-IV_X;species_RAD-B-Group-IV_X_sp.	0.9998035545337084
986de915734c9b10a461988e5edcd169	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Cnidaria;order_Cnidaria_X;family_Hydrozoa	0.9999999935805436
6548efdc8303f7de90da35fbf70a01b2	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae	0.9999992685656768
5db92f9ffa0ae5299422c610944db6db	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Syndiniales;order_Dino-Group-V;family_Dino-Group-V_X;genus_Dino-Group-V_XX;species_Dino-Group-V_XX_sp.	0.9999999933793902
713c13acc57c9192aee8c5a0c948685c	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Cnidaria;order_Cnidaria_X;family_Hydrozoa	0.9999999933516905
0a503d897e5f69449125db2561ce5c49	 kingdom_Eukaryota;supergroup_Rhizaria;division_Radiolaria;class_RAD-B;order_RAD-B_X;family_RAD-B-Group-II;genus_RAD-B-Group-II_X;species_RAD-B-Group-II_X_sp.	0.9999999999264162
b3f3c0f1d7c7efce1476da8107581c50	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Calocalanus;species_Calocalanus_sp.	0.9999906615130151
ac49d5f417a627e237c1df37b73d2d58	 kingdom_Eukaryota;supergroup_Alveolata;division_Dinoflagellata;class_Dinophyceae;order_Gymnodiniales;family_Gymnodiniaceae;genus_Gymnodinium;species_Gymnodinium_sp.	0.8109003273977462
861b5a8d514916df89d8639672a32cff	 kingdom_Eukaryota;supergroup_Opisthokonta;division_Metazoa;class_Arthropoda;order_Crustacea;family_Maxillopoda;genus_Oithona	0.9281123922252547
