taxonomic_group	taxon_primer_hits	taxon_primer_misses	taxon_total_observed	total_filtered_seqs	fraction_total_filtered_sequences_mismatched	fraction_taxon_mismatched
d:Bacteria,p:Schekmanbacteria,c:uncultured_delta_proteobacterium,o:uncultured_delta_proteobacterium		0	0	134751	0	0
d:Bacteria,p:Schekmanbacteria,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Schekmanbacteria,c:Candidatus_Schekmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_38_14,o:Candidatus_Schekmanbacteria_bacterium_RIFCSPLOWO2_02_FULL_38_14		0	0	134751	0	0
d:Bacteria,p:RsaHF231,c:uncultured_bacterium,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Rokubacteria,c:NC10,o:Rokubacteriales		0	0	134751	0	0
d:Bacteria,p:Rokubacteria,c:NC10,o:Methylomirabilales		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Zetaproteobacteria,o:Mariprofundales	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Xanthomonadales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WN-HWB-116	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:WD260	90.0000	0	90.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:UBA4486	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Thiohalorhabdales	14.0000	0	14.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Tenderiales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB7	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB50		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SZB30		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Steroidobacterales	61.0000	0	61.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SS1-B-07-19	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:sediment-surface35		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:SBYH-1030		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Salinisphaerales		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:S1-3-65	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Run-SP154	7.0000	0	7.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:PLTA13	7.0000	0	7.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:pItb-vmat-80	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Piscirickettsiales	39.0000	0	39.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:P0X4b2H11	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Orbales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:OM182_clade	495.0000	0	495.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:NKB5		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:MD2904-B13	6.0000	0	6.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Legionellales	67.0000	0	67.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:KF-JG30-C25		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:JTB23	42.0000	0	42.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:JG36-TzT-191		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:JG36-GS-52		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:I3A		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:HglApr721	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:HgCo23	4.0000	0	4.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Halothiobacillales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:GB102	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:FGL7S	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:F9P41300-M23	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:eub62A3		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EPR3968-O8a-Bc78	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:EC3	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:D90		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Competibacterales		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CHAB-XI-27	21.0000	0	21.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CH2b56	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CCM19a	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:CCD24		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Cardiobacteriales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:BD7-8	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:BD72BR169		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:B108	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:AT-s2-59	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:AT-s16		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Arenicellales	194.0000	0	194.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:Acidithiobacillales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:211ds20	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Gammaproteobacteria,o:1013-28-CG33	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:TX1A-33		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Thermodesulfobacteriales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:RCP2-54		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:NKB15	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:FW113		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:DTB120		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfuromonadales	11.0000	0	11.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Desulfovibrionales	6.0000	0	6.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Deltaproteobacteria_Incertae_Sedis		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:Apal-E12		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Deltaproteobacteria,o:10bav-F6		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Reyranellales	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Paracaedibacterales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Micropepsales		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Micavibrionales	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dstr-E11		0	0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Dongiales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Caedibacterales	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Proteobacteria,c:Alphaproteobacteria,o:Alphaproteobacteria_Incertae_Sedis	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Poribacteria,c:uncultured_Poribacteria_bacterium,o:uncultured_Poribacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:Poribacteria,c:uncultured_Firmicutes_bacterium,o:uncultured_Firmicutes_bacterium		0	0	134751	0	0
d:Bacteria,p:Poribacteria,c:uncultured_Clostridium_sp.,o:uncultured_Clostridium_sp.		0	0	134751	0	0
d:Bacteria,p:Poribacteria,c:marine_metagenome,o:marine_metagenome		0	0	134751	0	0
d:Bacteria,p:Poribacteria,c:hydrothermal_vent_metagenome,o:hydrothermal_vent_metagenome		0	0	134751	0	0
d:Bacteria,p:Poribacteria,c:Candidatus_Poribacteria_bacterium_WGA-A3,o:Candidatus_Poribacteria_bacterium_WGA-A3		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_sediment_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_planctomycete		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_organism	7.0000	0	7.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_microorganism		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:uncultured_bacterium	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:vadinHA49,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:SPG12-343-353-B69,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:SGST604,o:uncultured_planctomycete	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:SGST604,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:uncultured		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Isosphaerales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Planctomycetacia,o:Gemmatales		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_rumen_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_planctomycete		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_deep-sea_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla4_lineage,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:unidentified_marine_bacterioplankton		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:unidentified_bacterium_wb1_E15		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_organism	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Pla3_lineage,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:S-70		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:Pla1_lineage		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:CCM11a		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:C86		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:Phycisphaerae,o:B103G10		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:wastewater_metagenome		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:unidentified_marine_eubacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:unidentified_bacterium_wb1_D18		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_planctomycete	20.0000	0	20.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomycetales_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomycetaceae_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_Planctomyces_sp.	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:uncultured_microorganism		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:marine_metagenome	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:OM190,o:hydrothermal_vent_metagenome		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:ODP123,o:uncultured_planctomycete		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:ODP123,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:ODP123,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_Planctomycetia_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_Planctomycetaceae_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_marine_bacterium		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_bacterium_PHOS-HE93		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:uncultured_bacterium	21.0000	0	21.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:BD7-11,o:metagenome	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,o:uncultured_planctomycete		0	0	134751	0	0
d:Bacteria,p:Planctomycetes,c:028H05-P-BN-P5,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:PAUC34f,c:uncultured_organism,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:PAUC34f,c:uncultured_gamma_proteobacterium,o:uncultured_gamma_proteobacterium	11.0000	0	11.0	134751	0	0
d:Bacteria,p:PAUC34f,c:uncultured_Deferribacteres_bacterium,o:uncultured_Deferribacteres_bacterium		0	0	134751	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium_HF0500_16O16,o:uncultured_bacterium_HF0500_16O16	8.0000	0	8.0	134751	0	0
d:Bacteria,p:PAUC34f,c:uncultured_bacterium_HF0130_06E03,o:uncultured_bacterium_HF0130_06E03		0	0	134751	0	0
d:Bacteria,p:PAUC34f,c:uncultured_Acidobacteria_bacterium,o:uncultured_Acidobacteria_bacterium		0	0	134751	0	0
d:Bacteria,p:PAUC34f,c:marine_metagenome,o:marine_metagenome	28.0000	0	28.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_candidate_division_WWE3_bacterium	14.0000	0	14.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_bacterium	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:uncultured_anaerobic_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_RIFOXYC2_FULL_40_11		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_RIFCSPLOWO2_12_FULL_36_10		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_RIFCSPHIGHO2_02_FULL_38_14	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_GW2011_GWD1_43_201	5.0000	0	5.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WWE3,o:candidate_division_WWE3_bacterium_GW2011_GWB2_43_22		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_candidate_division_WS6_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:uncultured_bacterium	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:candidate_division_WS6_bacterium_OLB21		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:WS6_(Dojkabacteria),o:candidate_division_WS6_bacterium_GW2011_GWC2_36_7		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:wastewater_metagenome		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_Parcubacteria_group_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_Microgenomates_group_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:uncultured_deep-sea_bacterium	6.0000	0	6.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:UBA9983		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Parcubacteria_group_bacterium_GW2011_GWA1_40_21		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Paceibacterales		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:GWB1-42-6		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:CG1-02-40-25		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Wolfebacteria		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Terrybacteria		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Staskawiczbacteria		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Spechtbacteria		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Ryanbacteria		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Parcubacteria,o:Candidatus_Doudnabacteria		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:uncultured_Microgenomates_group_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Woykebacteria		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Gottesmanbacteria	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Daviesbacteria	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Collierbacteria	95.0000	0	95.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Chisholmbacteria	14.0000	0	14.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:Candidatus_Amesbacteria	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Microgenomatia,o:candidate_division_CPR3_bacterium_GW2011_GWF2_35_18		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:MD2896-B216,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Kazania,o:uncultured_organism	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Kazania,o:uncultured_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Kazania,o:candidate_division_Kazan_bacterium_GW2011_GWC1_52_13	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_sediment_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_proteobacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_prokaryote		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_marine_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Helicobacter_sp.		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Flavobacterium_sp.		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_deep-sea_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Compostimonas_sp.		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:uncultured_Clostridium_sp.		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:metagenome		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:marine_metagenome		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Gracilibacteria,o:bacterium_enrichment_culture_clone_24(2013)		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_microorganism		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_eubacterium_WCHB1-60		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:uncultured_Clostridium_sp.		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:CPR2,o:candidate_division_CPR2_bacterium_GW2011_GWC2_39_35		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_soil_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_Microgenomates_group_bacterium		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:uncultured_epsilon_proteobacterium_1025	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:Candidatus_Berkelbacteria_bacterium_CG1_02_42_45		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:Berkelbacteria,o:Berkelbacteria_bacterium_GW2011_GWE1_39_12		0	0	134751	0	0
d:Bacteria,p:Patescibacteria,c:ABY1,o:Parcubacteria_group_bacterium_GW2011_GWA2_43_13	37.0000	0	37.0	134751	0	0
d:Bacteria,p:Patescibacteria,c:ABY1,o:Candidatus_Jacksonbacteria		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_Verrucomicrobia_bacterium,o:uncultured_Verrucomicrobia_bacterium		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_soil_bacterium_PBS-87,o:uncultured_soil_bacterium_PBS-87		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_soil_bacterium,o:uncultured_soil_bacterium	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_sediment_bacterium,o:uncultured_sediment_bacterium		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_prokaryote,o:uncultured_prokaryote	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_planctomycete,o:uncultured_planctomycete		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_organism,o:uncultured_organism		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_Omnitrophica_bacterium,o:uncultured_Omnitrophica_bacterium	3.0000	0	3.0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:uncultured_deep-sea_bacterium,o:uncultured_deep-sea_bacterium		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:PVC_group_bacterium_(ex_Bugula_neritina_AB1),o:PVC_group_bacterium_(ex_Bugula_neritina_AB1)		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophica_WOR_2_bacterium_RIFOXYA2_FULL_38_17,o:Omnitrophica_WOR_2_bacterium_RIFOXYA2_FULL_38_17		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:uncultured_organism	2.0000	0	2.0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:uncultured_Omnitrophica_bacterium		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:uncultured_bacterium		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:Omnitrophia,o:Omnitrophales	4.0000	0	4.0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:mixed_culture_isolate_koll11,o:mixed_culture_isolate_koll11		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:metagenome,o:metagenome	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:groundwater_metagenome,o:groundwater_metagenome		0	0	134751	0	0
d:Bacteria,p:Omnitrophicaeota,c:Candidatus_Omnitrophus_magneticus,o:Candidatus_Omnitrophus_magneticus		0	0	134751	0	0
d:Bacteria,p:Nitrospirae,c:Thermodesulfovibrionia,o:Thermodesulfovibrionales		0	0	134751	0	0
d:Bacteria,p:Nitrospirae,c:Thermodesulfovibrionia,o:Magnetobacteriales		0	0	134751	0	0
d:Bacteria,p:Nitrospirae,c:Nitrospira,o:Nitrospirales	1.0000	0	1.0	134751	0	0
d:Bacteria,p:Nitrospirae,c:BMS9AB35,o:uncultured_delta_proteobacterium_GR-296.I.86		0	0	134751	0	0
d:Bacteria,p:Nitrospirae,c:BMS9AB35,o:uncultured_delta_proteobacterium	1.0000	0	1.0	134751	0	0
